Domain Name,Domain Type,Agency,City,State,Is Live,SPF,DMARC
MYNEXTMOVE.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
OSHA.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,TRUE,TRUE
TRAININGPROVIDERRESULTS.GOV,Federal Agency,Department of Labor,Washington,DC,FALSE,FALSE,FALSE
UNIONREPORTS.GOV,Federal Agency,Department of Labor,Washington,DC,FALSE,FALSE,FALSE
VETERANS.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
WHISTLEBLOWERS.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
WORKER.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
WRP.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
YOUTHRULES.GOV,Federal Agency,Department of Labor,Washington,DC,TRUE,FALSE,FALSE
AMERICA.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
CONTINENTALSHELF.GOV,Federal Agency,Department of State,Washington,DC,TRUE,FALSE,FALSE
CWC.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
DEVTESTFAN1.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
FAN.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
FOREIGNASSISTANCE.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
FSGB.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
IAWG.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
IBWC.GOV,Federal Agency,Department of State,El Paso,TX,TRUE,TRUE,TRUE
ICASS.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
OSAC.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
PEPFAR.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
PREPRODFAN.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
SECURITYTESTFAN.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
STATE.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
SUPPORTFAN.GOV,Federal Agency,Department of State,Washington,DC,FALSE,TRUE,TRUE
USASEANCONNECT.GOV,Federal Agency,Department of State,Jakarta,Jakarta,TRUE,TRUE,TRUE
USCONSULATE.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
USEMBASSY.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
USMISSION.GOV,Federal Agency,Department of State,Washington,DC,TRUE,TRUE,TRUE
STATEOIG.GOV,Federal Agency,Department of State OIG,Arlington,VA,FALSE,TRUE,TRUE
ABANDONEDMINES.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
ACWI.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
ALASKACENTERS.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
ANSTASKFORCE.GOV,Federal Agency,Department of the Interior,Arlington,VA,TRUE,TRUE,TRUE
BIA.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
BIOECO.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,FALSE,FALSE
BLM.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
BOEM.GOV,Federal Agency,Department of the Interior,Herndon,VA,TRUE,TRUE,TRUE
BOEMRE.GOV,Federal Agency,Department of the Interior,Washington,DC,FALSE,TRUE,TRUE
BOR.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
BSEE.GOV,Federal Agency,Department of the Interior,Herndon,VA,TRUE,TRUE,TRUE
CORALREEF.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
CUPCAO.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
DOI.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
DOIOIG.GOV,Federal Agency,Department of the Interior,RESTON,VA,FALSE,TRUE,TRUE
EARTHQUAKE.GOV,Federal Agency,Department of the Interior,Menlo Park,CA,TRUE,TRUE,TRUE
EVERGLADESRESTORATION.GOV,Federal Agency,Department of the Interior,Davie,FL,TRUE,TRUE,TRUE
FCG.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
FGDC.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
FIRECODE.GOV,Federal Agency,Department of the Interior,Boise,ID,TRUE,TRUE,TRUE
FIRELEADERSHIP.GOV,Federal Agency,Department of the Interior,Boise,ID,TRUE,TRUE,TRUE
FIRENET.GOV,Federal Agency,Department of the Interior,Boise,ID,FALSE,TRUE,TRUE
FIRESCIENCE.GOV,Federal Agency,Department of the Interior,Boise,ID,TRUE,TRUE,TRUE
FWS.GOV,Federal Agency,Department of the Interior,Lakewood,CO,TRUE,TRUE,TRUE
GCDAMP.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
GCMRC.GOV,Federal Agency,Department of the Interior,Flagstaff,AZ,TRUE,TRUE,TRUE
GEOCOMMUNICATOR.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
GEOMAC.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
GEOPLATFORM.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
IAT.GOV,Federal Agency,Department of the Interior,Boise,ID,FALSE,TRUE,TRUE
INDIANAFFAIRS.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
INTERIOR.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
INVASIVESPECIES.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
JEM.GOV,Federal Agency,Department of the Interior,Lafayett,LA,TRUE,TRUE,TRUE
KLAMATHRESTORATION.GOV,Federal Agency,Department of the Interior,Yreka,CA,TRUE,TRUE,TRUE
LACOAST.GOV,Federal Agency,Department of the Interior,Lafayette,LA,TRUE,TRUE,TRUE
LANDFIRE.GOV,Federal Agency,Department of the Interior,Sioux Falls,SD,FALSE,TRUE,TRUE
LANDIMAGING.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
LCA.GOV,Federal Agency,Department of the Interior,Lafayette,LA,TRUE,TRUE,TRUE
LCRMSCP.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
LMVSCI.GOV,Federal Agency,Department of the Interior,Lafayette,LA,TRUE,TRUE,TRUE
MARINE.GOV,Federal Agency,Department of the Interior,Camarillo,CA,TRUE,TRUE,TRUE
MITIGATIONCOMMISSION.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
MMS.GOV,Federal Agency,Department of the Interior,Herndon,VA,FALSE,TRUE,TRUE
MRLC.GOV,Federal Agency,Department of the Interior,Sioux Falls,SD,FALSE,TRUE,TRUE
NATIONALMAP.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
NATIVEONESTOP.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
NBC.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
NEMI.GOV,Federal Agency,Department of the Interior,Middleton,WI,FALSE,TRUE,TRUE
NFPORS.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
NIFC.GOV,Federal Agency,Department of the Interior,Boise,ID,TRUE,TRUE,TRUE
NOLAENVIRONMENTAL.GOV,Federal Agency,Department of the Interior,Lafayette,LA,TRUE,TRUE,TRUE
NPS.GOV,Federal Agency,Department of the Interior,WASHINGTON DC,DC,TRUE,TRUE,TRUE
ONHIR.GOV,Federal Agency,Department of the Interior,Flagstaff,AZ,TRUE,TRUE,TRUE
ONRR.GOV,Federal Agency,Department of the Interior,Herndon,VA,TRUE,TRUE,TRUE
OSM.GOV,Federal Agency,Department of the Interior,Washington,DC,FALSE,TRUE,TRUE
OSMRE.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
PIEDRASBLANCAS.GOV,Federal Agency,Department of the Interior,Sacramento,CA,FALSE,TRUE,TRUE
REPORTBAND.GOV,Federal Agency,Department of the Interior,Laurel,MD,TRUE,TRUE,TRUE
RIVERS.GOV,Federal Agency,Department of the Interior,Burbank,WA,TRUE,TRUE,TRUE
SAFECOM.GOV,Federal Agency,Department of the Interior,Boise,ID,FALSE,TRUE,TRUE
SCIENCEBASE.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
SIERRAWILD.GOV,Federal Agency,Department of the Interior,Yosemite,CA,TRUE,TRUE,TRUE
SNAP.GOV,Federal Agency,Department of the Interior,Washington,DC,TRUE,TRUE,TRUE
USBR.GOV,Federal Agency,Department of the Interior,Denver,CO,FALSE,TRUE,TRUE
USGS.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
UTAHFIREINFO.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
VOLCANO.GOV,Federal Agency,Department of the Interior,Anchorage,AK,FALSE,TRUE,TRUE
VOLUNTEER.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
WATERMONITOR.GOV,Federal Agency,Department of the Interior,Reston,VA,TRUE,TRUE,TRUE
WILDLIFEADAPTATIONSTRATEGY.GOV,Federal Agency,Department of the Interior,Arlington,VA,TRUE,TRUE,TRUE
WLCI.GOV,Federal Agency,Department of the Interior,Denver,CO,TRUE,TRUE,TRUE
AMA.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
AMERICATHEBEAUTIFULQUARTERS.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
ASAP.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,FALSE
AYUDACONMIBANCO.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BANKANSWERS.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BANKCUSTOMER.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BANKCUSTOMERASSISTANCE.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BANKHELP.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BANKNET.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BEP.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
BFEM.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,FALSE,FALSE
BONDPRO.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
CCAC.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
CDFIFUND.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
COMPLAINTREFERRALEXPRESS.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
COMPTROLLEROFTHECURRENCY.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
DIRECTOASUCUENTA.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,FALSE
EAGLECASH.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
EFTPS.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
ETA-FIND.GOV,Federal Agency,Department of the Treasury,DALLAS,TX,TRUE,TRUE,FALSE
ETHICSBURG.GOV,Federal Agency,Department of the Treasury,Parkersburg,WV,TRUE,TRUE,TRUE
EYENOTE.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
FEDERALINVESTMENTS.GOV,Federal Agency,Department of the Treasury,Pakersburg,WV,TRUE,TRUE,TRUE
FEDERALSPENDING.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
FEDINVEST.GOV,Federal Agency,Department of the Treasury,Parkersburg,WV,TRUE,TRUE,TRUE
FEDSPENDING.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,FALSE,FALSE
FINANCIALRESEARCH.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
FINANCIALSTABILITY.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
FINCEN.GOV,Federal Agency,Department of the Treasury,Vienna,VA,TRUE,TRUE,TRUE
FSOC.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
FTTESTTWAI.GOV,Federal Agency,Department of the Treasury,Hyattsville,MD,FALSE,FALSE,FALSE
GODIRECT.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,FALSE
GWA.GOV,Federal Agency,Department of the Treasury,Hyattsville,MD,FALSE,TRUE,FALSE
HELPWITHMYBANK.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
HELPWITHMYCHECKINGACCOUNT.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
HELPWITHMYCREDITCARD.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
HELPWITHMYCREDITCARDBANK.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
HELPWITHMYMORTGAGE.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
HELPWITHMYMORTGAGEBANK.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
IPAC.GOV,Federal Agency,Department of the Treasury,Boston,MA,FALSE,TRUE,FALSE
IPP.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,FALSE
IRS.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
IRSAUCTIONS.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
IRSNET.GOV,Federal Agency,Department of the Treasury,McLean,VA,FALSE,TRUE,TRUE
IRSSALES.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
IRSVIDEOS.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
ITS.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,FALSE
MAKINGHOMEAFFORDABLE.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
MHA.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
MONEYFACTORY.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
MONEYFACTORYSTORE.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
MSB.GOV,Federal Agency,Department of the Treasury,Vienna,VA,TRUE,FALSE,TRUE
MYIRA.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
MYMONEY.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
MYRA.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
NATIONALBANK.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
NATIONALBANKHELP.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
NATIONALBANKNET.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
NAVYCASH.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
OCC.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
OCCHELPS.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
OCCNET.GOV,Federal Agency,Department of the Treasury,Landover,MD,FALSE,TRUE,TRUE
OTS.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
PATRIOTBONDS.GOV,Federal Agency,Department of the Treasury,Parkersburg,WV,TRUE,TRUE,TRUE
PAY.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,FALSE
PRACOMMENT.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
QATESTTWAI.GOV,Federal Agency,Department of the Treasury,Hyattsville,MD,FALSE,TRUE,FALSE
SAVINGSBOND.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
SAVINGSBONDS.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
SAVINGSBONDWIZARD.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
SIGTARP.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
SLGS.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
TAAPS.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
TAX.GOV,Federal Agency,Department of the Treasury,McLean,VA,FALSE,TRUE,TRUE
TCIS.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,FALSE
TIGTA.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
TIGTANET.GOV,Federal Agency,Department of the Treasury,McLean,VA,FALSE,TRUE,TRUE
TRANSPARENCY.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
TREAS.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
TREASLOCKBOX.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,FALSE
TREASURY.FED.US,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
TREASURY.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
TREASURYAUCTION.GOV,Federal Agency,Department of the Treasury,Parkersburg,WV,FALSE,TRUE,FALSE
TREASURYAUCTIONS.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
TREASURYDIRECT.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
TREASURYECM.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
TREASURYHUNT.GOV,Federal Agency,Department of the Treasury,Parkersburg,WV,TRUE,TRUE,TRUE
TREASURYSCAMS.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
TTB.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
TTBONLINE.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
TTLPLUS.GOV,Federal Agency,Department of the Treasury,St. Louis,MO,FALSE,TRUE,TRUE
TWAI.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,FALSE
USASPENDING.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
USDEBITCARD.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
USMINT.GOV,Federal Agency,Department of the Treasury,Washington,DC,TRUE,TRUE,TRUE
USTREAS.GOV,Federal Agency,Department of the Treasury,McLean,VA,TRUE,TRUE,TRUE
VERIFYPAYMENT.GOV,Federal Agency,Department of the Treasury,Parkersburg,WV,FALSE,FALSE,FALSE
WIZARD.GOV,Federal Agency,Department of the Treasury,Mclean,VA,TRUE,TRUE,TRUE
WORKPLACE.GOV,Federal Agency,Department of the Treasury,Washington,DC,FALSE,TRUE,TRUE
911.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
ATCREFORM.GOV,Federal Agency,Department of Transportation,Washington,DC,FALSE,TRUE,FALSE
BTS.GOV,Federal Agency,Department of Transportation,Washington,DC,FALSE,TRUE,FALSE
DISTRACTEDDRIVING.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
DISTRACTION.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
DOT.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
DOTIDEAHUB.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,FALSE,FALSE
DOTTRAFFICRECORDS.GOV,Federal Agency,Department of Transportation,Room 2202,DC,FALSE,TRUE,FALSE
EMS.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
ESC.GOV,Federal Agency,Department of Transportation,Oklahoma City,OK,TRUE,TRUE,FALSE
FAA.GOV,Federal Agency,Department of Transportation,Washington,DC,FALSE,TRUE,TRUE
FAASAFETY.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
JCCBI.GOV,Federal Agency,Department of Transportation,Oklahoma City,OK,FALSE,FALSE,FALSE
MDA.GOV,Federal Agency,Department of Transportation,Washington,DC,FALSE,TRUE,FALSE
NHTSA.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
PLAINLANGUAGE.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
PROTECTYOURMOVE.GOV,Federal Agency,Department of Transportation,Washington,DC,FALSE,TRUE,FALSE
SAFECAR.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
SAFEOCS.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
SAFERCAR.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
SAFERTRUCK.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
SHARETHEROADSAFELY.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
SMARTERSKIES.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
STRONGPORTS.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
SUSTAINABLECOMMUNITIES.GOV,Federal Agency,Department of Transportation,Washington,DC,FALSE,TRUE,FALSE
TFHRC.GOV,Federal Agency,Department of Transportation,Mclean,VA,FALSE,TRUE,FALSE
TRAFFICSAFETYMARKETING.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
TRANSPORTATION.GOV,Federal Agency,Department of Transportation,Washington,DC,TRUE,TRUE,FALSE
VA.GOV,Federal Agency,Department of Veterans Affairs,Washington,DC,TRUE,TRUE,TRUE
VETBIZ.GOV,Federal Agency,Department of Veterans Affairs,Washington,DC,TRUE,TRUE,TRUE
VETS.GOV,Federal Agency,Department of Veterans Affairs,Washington,DC,TRUE,TRUE,TRUE
CE-NCSC.GOV,Federal Agency,Director of National Intelligence,McLean,VA,FALSE,FALSE,FALSE
DNI.GOV,Federal Agency,Director of National Intelligence,McLean,VA,TRUE,FALSE,FALSE
FAMEP.GOV,Federal Agency,Director of National Intelligence,McLean,VA,FALSE,FALSE,FALSE
IARPA-IDEAS.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
IARPA.GOV,Federal Agency,Director of National Intelligence,College Park,MD,TRUE,FALSE,FALSE
ICJOINTDUTY.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
INTELINK.GOV,Federal Agency,Director of National Intelligence,Ft. George G. Meade,MD,FALSE,TRUE,FALSE
INTELLIGENCE.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
ISE.GOV,Federal Agency,Director of National Intelligence,Washington ,DC,FALSE,FALSE,FALSE
NCIX.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
NCSC.GOV,Federal Agency,Director of National Intelligence,Bethesda,MD,TRUE,FALSE,FALSE
ODNI.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
OSIS.GOV,Federal Agency,Director of National Intelligence,Fort George G. Meade,MD,FALSE,FALSE,FALSE
PIX.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
QART.GOV,Federal Agency,Director of National Intelligence,Washington,DC,TRUE,FALSE,FALSE
UGOV.GOV,Federal Agency,Director of National Intelligence,Fort George G Meade,MD,FALSE,TRUE,FALSE
AIRNOW.GOV,Federal Agency,Environmental Protection Agency,Durham,NC,TRUE,FALSE,FALSE
CBI-EPA.GOV,Federal Agency,Environmental Protection Agency,Durham,NC,FALSE,FALSE,FALSE
E-ENTERPRISE.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,FALSE,FALSE
ENERGYSTAR.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,TRUE,FALSE
EPA.GOV,Federal Agency,Environmental Protection Agency,Research Triangle Park,NC,TRUE,FALSE,TRUE
FDMS.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,FALSE,FALSE
FEDCENTER.GOV,Federal Agency,Environmental Protection Agency,Champaign,IL,TRUE,FALSE,FALSE
FRTR.GOV,Federal Agency,Environmental Protection Agency,Omaha,NE,TRUE,FALSE,FALSE
GLNPO.GOV,Federal Agency,Environmental Protection Agency,Chicago,IL,FALSE,TRUE,FALSE
GREENGOV.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,FALSE,FALSE
REGULATIONS.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,TRUE,FALSE
RELOCATEFEDS.GOV,Federal Agency,Environmental Protection Agency,Cincinnati,OH,TRUE,FALSE,FALSE
SUSTAINABILITY.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,FALSE,FALSE
TOX21.GOV,Federal Agency,Environmental Protection Agency,Rockville,MD,TRUE,FALSE,FALSE
URBANWATERS.GOV,Federal Agency,Environmental Protection Agency,Washington,DC,TRUE,FALSE,FALSE
EEOC.GOV,Federal Agency,Equal Employment Opportunity Commission,Washington,DC,TRUE,TRUE,TRUE
BUDGET.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
CISO.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
CODE.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
CYBER.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
CYBERSECURITY.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
EARMARKS.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
EOP.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
ETHICS.GOV,Federal Agency,Executive Office of the President,Washington ,DC,TRUE,FALSE,FALSE
GREATAGAIN.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
ITDASHBOARD.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
MAX.GOV,Federal Agency,Executive Office of the President,NW,WA,FALSE,TRUE,TRUE
NEPA.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,TRUE,FALSE
NOTALONE.GOV,Federal Agency,Executive Office of the President,Washington,DC,TRUE,FALSE,FALSE
NSTIC.GOV,Federal Agency,Executive Office of the President,Gaithersburg,MD,TRUE,FALSE,FALSE
